geneid	chr	s1	s2
ENSG00000159674	4	1160720	1202750
ENSG00000159685	3	126423063	126679249
ENSG00000159692	4	1205236	1243741
ENSG00000159708	16	67360701	67419106
ENSG00000159713	16	67423712	67427438
ENSG00000159714	16	67428322	67450736
ENSG00000159720	16	67471917	67515140
ENSG00000159733	4	2271309	2420390
ENSG00000159753	16	67678822	67691472
ENSG00000159761	16	67700719	67702661
ENSG00000159763	7	142829170	142836839
ENSG00000159784	7	143050493	143059863
ENSG00000159788	4	3294755	3441640
ENSG00000159792	16	67927175	67963581
ENSG00000159840	7	143078173	143088204
ENSG00000159842	17	906758	1132315
ENSG00000159871	19	44300081	44331358
ENSG00000159873	22	29168662	29185283
ENSG00000159882	19	44507100	44518078
ENSG00000159884	9	35658301	35661508
ENSG00000159885	19	44529494	44537265
ENSG00000159899	9	35792151	35809729
ENSG00000159917	19	44732882	44809199
ENSG00000159921	9	36214438	36277053
ENSG00000159958	22	42321045	42322822
ENSG00000160007	19	47421933	47508334
ENSG00000160013	19	47123725	47128375
ENSG00000160014	19	47104331	47114050
ENSG00000160049	1	10516579	10532583
ENSG00000160050	1	32665987	32670988
ENSG00000160051	1	32671236	32674288
ENSG00000160055	1	32680073	32687972
ENSG00000160058	1	32830704	32860332
ENSG00000160062	1	33005028	33071540
ENSG00000160072	1	1407143	1433228
ENSG00000160075	1	1477053	1510249
ENSG00000160087	1	1189289	1209265
ENSG00000160094	1	33722146	33766320
ENSG00000160111	19	17003758	17137625
ENSG00000160113	19	17342692	17356749
ENSG00000160117	19	17392454	17398455
ENSG00000160124	3	122078438	122102078
ENSG00000160131	X	150564987	150577836
ENSG00000160145	3	123798870	124445172
ENSG00000160172	11	67559119	67572807
ENSG00000160179	21	43619799	43717354
ENSG00000160180	21	43731777	43735761
ENSG00000160181	21	43766466	43771237
ENSG00000160182	21	43782391	43786703
ENSG00000160183	21	43791999	43816955
ENSG00000160185	21	43824008	43867791
ENSG00000160188	21	43892596	43916464
ENSG00000160190	21	43916118	44001550
ENSG00000160191	21	44073746	44195619
ENSG00000160193	21	44263204	44299678
ENSG00000160194	21	44299754	44333414
ENSG00000160199	21	44394620	44453691
ENSG00000160200	21	44473301	44497053
ENSG00000160201	21	44513066	44527697
ENSG00000160207	21	44949072	45079374
ENSG00000160208	21	45079429	45115958
ENSG00000160209	21	45138975	45182188
ENSG00000160211	X	153759606	153775787
ENSG00000160213	21	45192393	45196326
ENSG00000160214	21	45209394	45225174
ENSG00000160216	21	45285067	45406417
ENSG00000160218	21	45432200	45526433
ENSG00000160219	X	153903529	153979858
ENSG00000160221	21	45553487	45565605
ENSG00000160223	21	45642874	45660849
ENSG00000160226	21	45748827	45759285
ENSG00000160229	19	20959110	20991922
ENSG00000160233	21	45875369	45878739
ENSG00000160255	21	46305868	46351904
ENSG00000160256	21	46359925	46396904
ENSG00000160271	9	135973107	136039301
ENSG00000160284	21	47581062	47604390
ENSG00000160285	21	47608055	47648738
ENSG00000160293	9	136627016	136857726
ENSG00000160294	21	47655047	47706211
ENSG00000160298	21	47720095	47743789
ENSG00000160299	21	47744036	47865682
ENSG00000160305	21	47878812	47989926
ENSG00000160307	21	48018875	48025121
ENSG00000160310	21	48055079	48085036
ENSG00000160318	19	51870352	51872257
ENSG00000160323	9	136279478	136324508
ENSG00000160325	9	136325089	136335970
ENSG00000160326	9	136336217	136344259
ENSG00000160336	19	53935227	53961515
ENSG00000160345	9	138387027	138393580
ENSG00000160352	19	21264965	21308073
ENSG00000160360	9	139221932	139254057
ENSG00000160392	19	40825443	40854434
ENSG00000160401	9	130469268	130478281
ENSG00000160404	9	130493803	130497604
ENSG00000160408	9	130647600	130667687
ENSG00000160410	19	41082757	41097305
ENSG00000160439	19	55550476	55582659
ENSG00000160445	9	131492065	131534693
ENSG00000160446	9	131483148	131486406
ENSG00000160447	9	131464802	131483197
ENSG00000160460	19	40972148	41082370
ENSG00000160471	19	55860674	55866182
ENSG00000160472	19	55888204	55889612
ENSG00000160551	17	27717482	27878922
ENSG00000160563	9	134735494	134955295
ENSG00000160570	19	42702750	42724292
ENSG00000160584	11	116714118	116969153
ENSG00000160588	11	118097409	118123065
ENSG00000160593	11	118064455	118095809
ENSG00000160602	17	27052915	27070473
ENSG00000160606	17	27051366	27054953
ENSG00000160613	11	117075053	117103241
ENSG00000160633	19	5623046	5668489
ENSG00000160654	11	118215059	118225876
ENSG00000160678	1	153600402	153604513
ENSG00000160679	1	153606525	153618782
ENSG00000160685	1	154975127	154990998
ENSG00000160688	1	154955814	154965587
ENSG00000160691	1	154934774	154946871
ENSG00000160695	11	118938403	118952688
ENSG00000160703	11	119037277	119054725
ENSG00000160710	1	154554538	154600475
ENSG00000160712	1	154377669	154441926
ENSG00000160714	1	154521053	154531504
ENSG00000160741	1	153920145	153931101
ENSG00000160746	3	43396351	43733086
ENSG00000160752	1	155278539	155290457
ENSG00000160753	1	155290687	155300905
ENSG00000160766	1	155183616	155197214
ENSG00000160767	1	155216996	155225274
ENSG00000160781	1	156213206	156217881
ENSG00000160783	1	156182784	156212874
ENSG00000160785	1	156163880	156182587
ENSG00000160789	1	156052364	156109880
ENSG00000160791	3	46411633	46417697
ENSG00000160796	3	47021173	47051193
ENSG00000160799	3	46963216	47023500
ENSG00000160803	1	156005092	156023585
ENSG00000160813	7	100032905	100034188
ENSG00000160818	1	156564279	156571288
ENSG00000160828	7	74112305	74306731
ENSG00000160838	1	156890442	156902886
ENSG00000160862	7	99564343	99573780
ENSG00000160867	5	176513887	176525145
ENSG00000160870	7	99302660	99332819
ENSG00000160877	19	13228917	13251955
ENSG00000160883	5	176307870	176326333
ENSG00000160886	8	143781529	143786545
ENSG00000160888	19	13261229	13265722
ENSG00000160908	7	99084142	99097947
ENSG00000160917	7	99036545	99054994
ENSG00000160932	8	144099399	144105249
ENSG00000160948	8	145649000	145653931
ENSG00000160949	8	145654165	145669827
ENSG00000160953	19	1285890	1378430
ENSG00000160957	8	145736667	145743229
ENSG00000160959	8	145743376	145750557
ENSG00000160961	19	14800613	14844558
ENSG00000160972	8	145703352	145727504
ENSG00000160991	7	102073553	102097268
ENSG00000160993	7	102096685	102105323
ENSG00000160999	7	101928405	101962178
ENSG00000161010	5	179261436	179289173
ENSG00000161011	5	179233388	179265078
ENSG00000161013	5	179224597	179233952
ENSG00000161016	8	146015150	146017972
ENSG00000161021	5	179159851	179223512
ENSG00000161036	7	102105376	102113615
ENSG00000161040	7	102453308	102715286
ENSG00000161048	7	102740223	102790007
ENSG00000161055	5	180017103	180018540
ENSG00000161057	7	102984701	103009842
ENSG00000161091	19	3538259	3574288
ENSG00000161132	22	20287283	20300739
ENSG00000161149	22	21357184	21368581
ENSG00000161179	22	21982378	21984353
ENSG00000161202	3	183873176	183891398
ENSG00000161203	3	183892477	183901879
ENSG00000161204	3	183903811	183911800
ENSG00000161217	3	195941093	196014828
ENSG00000161243	19	39481354	39523425
ENSG00000161249	19	35988122	36004560
ENSG00000161265	19	36233365	36236346
ENSG00000161267	3	197236654	197300194
ENSG00000161277	19	36525887	36545664
ENSG00000161281	19	36641824	36643771
ENSG00000161326	17	35849937	35873603
ENSG00000161328	11	537527	554916
ENSG00000161381	17	37219556	37310647
ENSG00000161395	17	37827375	37853050
ENSG00000161405	17	37921198	38020441
ENSG00000161509	17	72838162	72857627
ENSG00000161513	17	72858619	72869156
ENSG00000161526	17	73663196	73704142
ENSG00000161533	17	73937588	73975515
ENSG00000161542	17	74305567	74380602
ENSG00000161544	17	74523438	74547257
ENSG00000161547	17	74730197	74733456
ENSG00000161551	19	52359055	52394203
ENSG00000161558	19	48835613	48867494
ENSG00000161570	17	34198495	34207797
ENSG00000161618	19	49956426	49974305
ENSG00000161638	12	54789045	54813244
ENSG00000161642	12	54762917	54785082
ENSG00000161647	17	41878167	41910538
ENSG00000161653	17	42081914	42086431
ENSG00000161654	17	42112003	42144987
ENSG00000161664	17	42247815	42256451
ENSG00000161671	19	50979657	50986608
ENSG00000161677	19	51009255	51014610
ENSG00000161692	17	42785976	42829632
ENSG00000161714	17	43186335	43210721
ENSG00000161791	12	50031724	50101948
ENSG00000161798	12	50355653	50359464
ENSG00000161800	12	50370706	50426919
ENSG00000161813	12	50786166	50873787
ENSG00000161835	12	52400724	52409673
ENSG00000161847	19	10426888	10444316
ENSG00000161860	19	13009600	13030090
ENSG00000161888	19	11242196	11266484
ENSG00000161896	6	33689444	33714762
ENSG00000161904	6	33738979	33756913
ENSG00000161905	17	4534197	4545589
ENSG00000161911	6	41117080	41122075
ENSG00000161912	6	41068761	41108571
ENSG00000161914	19	11594242	11616738
ENSG00000161920	17	4634723	4636905
ENSG00000161921	17	4636821	4643217
ENSG00000161929	17	5112256	5138155
ENSG00000161944	17	7004641	7019019
ENSG00000161955	17	7461609	7464925
ENSG00000161956	17	7465192	7475287
ENSG00000161960	17	7476024	7482323
ENSG00000161970	17	8280838	8286531
ENSG00000161980	16	96407	103628
ENSG00000161981	16	103010	107669
ENSG00000161996	16	699311	717833
ENSG00000161999	16	731671	734529
ENSG00000162004	16	772582	776954
ENSG00000162006	16	819428	833370
ENSG00000162040	16	1961464	1968441
ENSG00000162062	16	2510081	2514964
ENSG00000162063	16	2479395	2508855
ENSG00000162065	16	2525147	2555735
ENSG00000162066	16	2570358	2581423
ENSG00000162069	16	3077683	3086927
ENSG00000162073	16	3019246	3023490
ENSG00000162076	16	2933187	2949383
ENSG00000162078	16	2880170	2888967
ENSG00000162086	16	3355406	3368852
ENSG00000162104	16	4003388	4166186
ENSG00000162105	11	70313961	70963623
ENSG00000162129	11	72003469	72145692
ENSG00000162139	11	74699179	74729938
ENSG00000162144	11	61116217	61129771
ENSG00000162148	11	61248592	61258403
ENSG00000162174	11	62104920	62160882
ENSG00000162191	11	62443970	62446567
ENSG00000162194	11	62430287	62439727
ENSG00000162222	11	62495541	62507765
ENSG00000162227	11	62538775	62554814
ENSG00000162231	11	62559595	62573774
ENSG00000162236	11	62574369	62599560
ENSG00000162241	11	65142663	65151172
ENSG00000162244	3	52027616	52029958
ENSG00000162290	3	53317447	53381654
ENSG00000162298	11	64889252	64902004
ENSG00000162300	11	64851695	64855870
ENSG00000162302	11	64126620	64139687
ENSG00000162337	11	68080077	68216743
ENSG00000162341	11	68816365	68858072
ENSG00000162366	1	47649265	47656716
ENSG00000162368	1	47799469	47844511
ENSG00000162373	1	49193195	49242641
ENSG00000162377	1	53152508	53164038
ENSG00000162378	1	53192126	53293014
ENSG00000162384	1	53679771	53686289
ENSG00000162385	1	53692564	53704282
ENSG00000162390	1	55007930	55104865
ENSG00000162391	1	55074855	55089229
ENSG00000162396	1	55222571	55230187
ENSG00000162399	1	55464606	55476556
ENSG00000162402	1	55532032	55680786
ENSG00000162407	1	56960419	57110974
ENSG00000162408	1	6581407	6614595
ENSG00000162409	1	57110995	57181008
ENSG00000162413	1	6650784	6674667
ENSG00000162415	1	45482071	45771881
ENSG00000162419	1	28995244	29045865
ENSG00000162426	1	8377886	8404227
ENSG00000162430	1	26126667	26144713
ENSG00000162433	1	65613232	65697828
ENSG00000162434	1	65298912	65432187
ENSG00000162437	1	65210778	65298915
ENSG00000162438	1	15764935	15775737
ENSG00000162441	1	9982173	10003465
ENSG00000162444	1	10057264	10076078
ENSG00000162456	1	47011316	47017199
ENSG00000162458	1	16083102	16113089
ENSG00000162461	1	16062900	16067891
ENSG00000162482	1	19609052	19615744
ENSG00000162490	1	11751786	11785914
ENSG00000162493	1	13909960	13944452
ENSG00000162496	1	12627939	12677737
ENSG00000162511	1	31205316	31230667
ENSG00000162512	1	31342314	31381608
ENSG00000162517	1	32095463	32110497
ENSG00000162520	1	33145507	33169197
ENSG00000162521	1	33116743	33151812
ENSG00000162522	1	33207486	33240571
ENSG00000162542	1	20008706	20126438
ENSG00000162543	1	20512578	20522541
ENSG00000162545	1	20808884	20812713
ENSG00000162551	1	21835858	21904905
ENSG00000162552	1	22443798	22470462
ENSG00000162571	1	1109264	1133315
ENSG00000162572	1	1215816	1227409
ENSG00000162576	1	1288069	1297157
ENSG00000162585	1	2115903	2144159
ENSG00000162591	1	3406484	3528059
ENSG00000162595	1	68511645	68517314
ENSG00000162598	1	60452941	60539442
ENSG00000162599	1	61330931	61928465
ENSG00000162600	1	58881056	59012474
ENSG00000162601	1	59120411	59165764
ENSG00000162604	1	62146718	62191095
ENSG00000162607	1	62901968	62917475
ENSG00000162613	1	78409740	78444794
ENSG00000162616	1	78444859	78483648
ENSG00000162620	1	74491699	74663871
ENSG00000162623	1	75198836	75232362
ENSG00000162627	1	99127236	99226056
ENSG00000162630	1	193148175	193155784
ENSG00000162636	1	109102711	109187522
ENSG00000162639	1	109190912	109204148
ENSG00000162642	1	85715639	85725355
ENSG00000162643	1	85464830	85598821
ENSG00000162645	1	89571815	89616139
ENSG00000162650	1	110026101	110035426
ENSG00000162654	1	89646831	89664615
ENSG00000162664	1	90460671	90501090
ENSG00000162676	1	92940319	92952433
ENSG00000162688	1	100315640	100389579
ENSG00000162692	1	101185298	101204601
ENSG00000162694	1	101337943	101361554
ENSG00000162695	1	101361632	101447309
ENSG00000162702	1	200374068	200379184
ENSG00000162704	1	183592401	183604892
ENSG00000162711	1	247579458	247612410
ENSG00000162714	1	247460714	247495148
ENSG00000162729	1	160061130	160068733
ENSG00000162733	1	162601163	162757190
ENSG00000162734	1	160175127	160185166
ENSG00000162735	1	160246602	160256138
ENSG00000162736	1	160313062	160328742
ENSG00000162738	1	160370376	160398468
ENSG00000162739	1	160454820	160493052
ENSG00000162745	1	161952982	161993644
ENSG00000162746	1	161691353	161697933
ENSG00000162747	1	161592986	161601753
ENSG00000162753	1	173469603	173572233
ENSG00000162755	1	161068151	161070136
ENSG00000162757	1	209955661	209957904
ENSG00000162769	1	213031597	213072705
ENSG00000162772	1	212738676	212794119
ENSG00000162775	1	110881128	110889299
ENSG00000162777	1	111729796	111747157
ENSG00000162783	1	181057638	181059977
ENSG00000162804	2	241938255	242034983
ENSG00000162813	1	220230824	220263804
ENSG00000162814	1	217804666	218045038
ENSG00000162817	1	220863187	220872499
ENSG00000162819	1	222885895	222908538
ENSG00000162836	1	147101453	147142618
ENSG00000162849	1	245318287	245872733
ENSG00000162851	1	246703862	246729626
ENSG00000162852	1	246729746	246831886
ENSG00000162869	2	48667737	48742525
ENSG00000162873	1	205305220	205326218
ENSG00000162878	2	42275160	42285668
ENSG00000162881	2	42989642	42991401
ENSG00000162882	2	42994229	43019733
ENSG00000162885	1	235613238	235667781
ENSG00000162889	1	206858289	206907628
ENSG00000162892	1	207070788	207077484
ENSG00000162894	1	207077731	207096592
ENSG00000162896	1	207101863	207119811
ENSG00000162897	1	207131310	207143970
ENSG00000162909	1	223889295	223963720
ENSG00000162910	1	228294380	228297013
ENSG00000162913	1	228391207	228401365
ENSG00000162923	1	224572845	224624735
ENSG00000162924	2	61108656	61158745
ENSG00000162927	2	61167357	61245394
ENSG00000162928	2	61244360	61279125
ENSG00000162929	2	61293006	61391960
ENSG00000162931	1	228595641	228604562
ENSG00000162946	1	231762561	232177018
ENSG00000162949	2	30945637	31043408
ENSG00000162959	2	32090129	32236299
ENSG00000162961	2	32092878	32264881
ENSG00000162971	2	200794698	200820459
ENSG00000162972	2	200820040	200873263
ENSG00000162976	2	11295324	11319000
ENSG00000162980	2	152645498	152685006
ENSG00000162981	2	14772810	14790933
ENSG00000162994	2	55401927	55459699
ENSG00000162997	2	55509455	55511658
ENSG00000162998	2	183698002	183731890
ENSG00000162999	2	183943287	183964733
ENSG00000163001	2	55746740	55773015
ENSG00000163002	2	183982241	184026408
ENSG00000163006	2	109403213	109501933
ENSG00000163013	2	73481810	73511559
ENSG00000163026	2	24252210	24272445
ENSG00000163029	2	17845079	17981509
ENSG00000163032	2	17720393	17838285
ENSG00000163040	2	132285248	132291239
ENSG00000163041	1	226249552	226259702
ENSG00000163050	1	227085237	227175246
ENSG00000163053	2	230899698	230933715
ENSG00000163060	2	95537178	95542574
ENSG00000163067	2	95831177	95850065
ENSG00000163069	4	52886872	52904648
ENSG00000163071	4	52917497	52963458
ENSG00000163075	2	120302008	120419827
ENSG00000163081	2	223162866	223169936
ENSG00000163082	2	223289236	223425667
ENSG00000163083	2	121103719	121109384
ENSG00000163093	2	170335688	170382432
ENSG00000163104	4	95128762	95212443
ENSG00000163106	4	95219686	95264027
ENSG00000163110	4	95373037	95589377
ENSG00000163113	1	149909705	149982625
ENSG00000163121	2	97163383	97173846
ENSG00000163125	1	150335567	150449042
ENSG00000163126	2	97490263	97523671
ENSG00000163131	1	150702672	150738433
ENSG00000163138	4	20697905	20754530
ENSG00000163141	1	151009046	151020076
ENSG00000163154	1	151129105	151132225
ENSG00000163155	1	151132224	151138424
ENSG00000163156	1	151129140	151142773
ENSG00000163159	1	151142463	151167797
ENSG00000163161	2	128014866	128051752
ENSG00000163162	2	101887681	101925163
ENSG00000163166	2	128193783	128284462
ENSG00000163170	2	74362525	74375121
ENSG00000163171	2	37869032	37965611
ENSG00000163191	1	152004982	152020383
ENSG00000163207	1	152881021	152884362
ENSG00000163209	1	152974223	152976332
ENSG00000163214	2	39024871	39103075
ENSG00000163216	1	153012201	153014407
ENSG00000163218	1	153302596	153321316
ENSG00000163219	2	68906733	69053965
ENSG00000163220	1	153330330	153333503
ENSG00000163221	1	153346184	153348125
ENSG00000163235	2	70674412	70781325
ENSG00000163249	2	208576264	208626563
ENSG00000163251	2	208627310	208634287
ENSG00000163257	4	17802278	17812381
ENSG00000163263	1	154171848	154178809
ENSG00000163273	2	232786530	232791113
ENSG00000163281	4	44684217	44728612
ENSG00000163286	2	233271553	233275424
ENSG00000163291	4	79808281	79860592
ENSG00000163293	4	47916159	48042188
ENSG00000163297	4	80822303	81046608
ENSG00000163312	4	84328496	84377009
ENSG00000163319	4	84377085	84390888
ENSG00000163320	3	88101094	88199035
ENSG00000163322	4	84382092	84444501
ENSG00000163328	2	175296966	175351822
ENSG00000163331	2	159651829	159719293
ENSG00000163344	1	154897210	154909467
ENSG00000163346	1	154916552	154928599
ENSG00000163347	3	190023490	190040264
ENSG00000163348	1	154929502	154936329
ENSG00000163349	1	114471814	114520426
ENSG00000163354	1	154990996	155006257
ENSG00000163357	1	155006300	155023406
ENSG00000163359	2	238232646	238323018
ENSG00000163362	1	200860176	200884863
ENSG00000163374	1	155629237	155658791
ENSG00000163376	3	67048727	67061634
ENSG00000163378	3	69024365	69063112
ENSG00000163382	1	156561554	156564091
ENSG00000163386	1	145289772	145370303
ENSG00000163389	3	119187785	119213555
ENSG00000163393	1	116519119	116612675
ENSG00000163399	1	116915290	116952883
ENSG00000163406	3	121612936	121662949
ENSG00000163412	3	71724567	71803924
ENSG00000163421	3	71820807	71834357
ENSG00000163428	3	120043356	120068186
ENSG00000163430	3	120111140	120170100
ENSG00000163431	1	201865580	201915715
ENSG00000163435	1	201977073	201986316
ENSG00000163444	1	202976514	202993976
ENSG00000163453	4	57896939	57976551
ENSG00000163462	1	155145873	155157447
ENSG00000163463	1	155141884	155145951
ENSG00000163464	2	219027568	219031718
ENSG00000163466	2	219081817	219119079
ENSG00000163467	1	156307105	156316786
ENSG00000163468	1	156278759	156337664
ENSG00000163472	1	156252726	156262976
ENSG00000163479	1	155978839	155990750
ENSG00000163481	2	219528587	219537134
ENSG00000163482	2	219536749	219567439
ENSG00000163486	1	206516200	206637783
ENSG00000163491	3	27151576	27410951
ENSG00000163507	3	108268716	108308491
ENSG00000163508	3	27757440	27764206
ENSG00000163510	2	180809603	180871840
ENSG00000163512	3	28356494	28390618
ENSG00000163513	3	30647994	30735634
ENSG00000163516	2	220094479	220101391
ENSG00000163517	3	13521224	13547916
ENSG00000163520	3	13573824	13679922
ENSG00000163521	2	220101328	220110200
ENSG00000163527	3	31574130	31679112
ENSG00000163528	3	14153580	14166370
ENSG00000163531	1	204797779	204991950
ENSG00000163535	2	201374731	201448505
ENSG00000163536	3	167453031	167543356
ENSG00000163539	3	33537737	33759848
ENSG00000163541	2	84650647	84687169
ENSG00000163545	1	205271187	205290883
ENSG00000163558	3	169940153	170023769
ENSG00000163563	1	158801107	158819296
ENSG00000163564	1	158900586	158946844
ENSG00000163565	1	158969758	159024945
ENSG00000163568	1	159032274	159116886
ENSG00000163576	3	19920964	19988517
ENSG00000163577	3	170606204	170626482
ENSG00000163584	3	170582664	170588272
ENSG00000163590	3	160473390	160796695
ENSG00000163596	2	203640690	203736708
ENSG00000163597	17	74553848	74561430
ENSG00000163599	2	204732509	204738683
ENSG00000163600	2	204801471	204826300
ENSG00000163602	3	72420976	72496069
ENSG00000163605	3	73045936	73118350
ENSG00000163606	3	112640056	112693969
ENSG00000163607	3	112709765	112733907
ENSG00000163608	3	112721287	112738708
ENSG00000163611	3	113161565	113234034
ENSG00000163617	3	113682984	113775460
ENSG00000163624	4	85504132	85572491
ENSG00000163625	4	85590704	85887544
ENSG00000163626	4	73921797	73935472
ENSG00000163629	4	87515468	87736324
ENSG00000163633	4	87797358	87857354
ENSG00000163634	3	63819546	63849579
ENSG00000163635	3	63850233	63989138
ENSG00000163636	3	63996225	64009658
ENSG00000163637	3	64079543	64431152
ENSG00000163638	3	64501333	64673676
ENSG00000163644	4	89178772	89205921
ENSG00000163655	3	155588325	155661815
ENSG00000163659	3	156391024	156424559
ENSG00000163660	3	156864297	156878549
ENSG00000163666	3	57231944	57260549
ENSG00000163681	3	57741177	57914895
ENSG00000163682	4	39455744	39460568
ENSG00000163683	4	39547950	39640710
ENSG00000163684	3	58291974	58310422
ENSG00000163686	3	58223233	58281420
ENSG00000163687	3	58177984	58200424
ENSG00000163689	3	58703092	59035810
ENSG00000163694	4	40425272	40632892
ENSG00000163697	4	40812044	41218731
ENSG00000163701	3	9944296	9958086
ENSG00000163702	3	9958758	9975314
ENSG00000163703	3	9975506	9987097
ENSG00000163704	3	9987226	9994078
ENSG00000163714	3	142683339	142779567
ENSG00000163719	3	9691117	9744077
ENSG00000163728	3	180319918	180335616
ENSG00000163734	4	74902306	74904524
ENSG00000163735	4	74861359	74864496
ENSG00000163738	4	74979891	75168816
ENSG00000163739	4	74735110	74736959
ENSG00000163743	4	76404247	76439974
ENSG00000163751	3	148583043	148614983
ENSG00000163754	3	148709128	148745419
ENSG00000163755	3	148847371	148891519
ENSG00000163781	3	133317019	133380737
ENSG00000163785	3	133784147	133969689
ENSG00000163788	3	43328004	43466256
ENSG00000163795	2	27600098	27603657
ENSG00000163798	2	27886338	27917840
ENSG00000163803	2	28680012	28866654
ENSG00000163807	3	44779153	44803154
ENSG00000163808	3	44803209	44914868
ENSG00000163811	2	29117509	29171088
ENSG00000163812	3	44956749	45017677
ENSG00000163814	3	45123770	45187914
ENSG00000163817	3	45796942	45838027
ENSG00000163818	3	45864808	45957534
ENSG00000163820	3	45959396	46037316
ENSG00000163823	3	46243200	46249887
ENSG00000163827	3	46556913	46621589
ENSG00000163832	3	47537130	47555251
ENSG00000163840	3	122283085	122294050
ENSG00000163848	3	124944405	125094198
ENSG00000163864	3	139279022	139396859
ENSG00000163866	1	35178338	35325417
ENSG00000163867	1	35449523	35497569
ENSG00000163870	3	127291912	127317094
ENSG00000163872	3	183415606	183530413
ENSG00000163874	1	37940153	37949980
ENSG00000163875	1	37958176	37980375
ENSG00000163877	1	38000050	38019903
ENSG00000163879	1	38022520	38032458
ENSG00000163882	3	184079506	184086384
ENSG00000163884	3	126061478	126076285
ENSG00000163885	3	126113782	126155399
ENSG00000163898	3	185224050	185270401
ENSG00000163900	3	185194284	185216845
ENSG00000163902	3	128338817	128399918
ENSG00000163904	3	185300284	185351339
ENSG00000163909	1	40089825	40105617
ENSG00000163913	3	129158968	129239198
ENSG00000163918	3	186507669	186524847
ENSG00000163923	3	186838736	186898696
ENSG00000163930	3	52435029	52444366
ENSG00000163931	3	53258723	53290068
ENSG00000163932	3	53190025	53226733
ENSG00000163933	3	53122499	53164478
ENSG00000163935	3	52937588	53080766
ENSG00000163938	3	52715172	52728508
ENSG00000163939	3	52579368	52719933
ENSG00000163945	4	1341054	1381837
ENSG00000163946	3	56654161	56717265
ENSG00000163947	3	56761446	57113357
ENSG00000163950	4	1694527	1714282
ENSG00000163956	4	3508103	3534286
ENSG00000163959	3	195938358	195970049
ENSG00000163960	3	196074533	196159345
ENSG00000163961	3	196195654	196230639
ENSG00000163964	3	196366646	196462878
ENSG00000163975	3	196715492	196756687
ENSG00000163993	4	6694796	6698897
ENSG00000163995	4	7967039	8160559
ENSG00000164002	1	40974413	40982228
ENSG00000164008	1	43232940	43263968
ENSG00000164010	1	43282795	43310660
ENSG00000164011	1	43312280	43318148
ENSG00000164022	4	107236701	107270383
ENSG00000164023	4	108745719	108836203
ENSG00000164024	4	99916771	99983964
ENSG00000164031	4	100817405	100867883
ENSG00000164032	4	100869243	100871545
ENSG00000164037	4	103806205	103940896
ENSG00000164038	4	103941025	104006986
ENSG00000164039	4	104000592	104021040
ENSG00000164040	4	129190397	129209984
ENSG00000164045	3	48198636	48229892
ENSG00000164047	3	48264837	48266981
ENSG00000164048	3	48282590	48340743
ENSG00000164050	3	48445261	48471594
ENSG00000164051	3	48473574	48481866
ENSG00000164053	3	48488114	48507115
ENSG00000164054	3	48509197	48542259
ENSG00000164056	4	124317950	124324910
ENSG00000164061	3	49591922	49708978
ENSG00000164062	3	49711435	49721396
ENSG00000164066	4	128544426	128647892
ENSG00000164068	3	49726932	49758962
ENSG00000164070	4	128702976	128761888
ENSG00000164073	4	128838960	128887150
ENSG00000164074	4	128886461	128960866
ENSG00000164077	3	49946302	49967606
ENSG00000164078	3	49924435	49941299
ENSG00000164080	3	51575160	51702683
ENSG00000164081	3	51696709	51738339
ENSG00000164082	3	51741086	51752629
ENSG00000164086	3	52082935	52090566
ENSG00000164087	3	52109269	52188706
ENSG00000164088	3	52279841	52284613
ENSG00000164091	3	52288437	52322036
ENSG00000164096	4	120218207	120225600
ENSG00000164099	4	119201193	119274158
ENSG00000164104	4	174252846	174256276
ENSG00000164105	4	174291120	174298683
ENSG00000164109	4	120976763	120988229
ENSG00000164111	4	122589110	122618268
ENSG00000164114	4	156263810	156298122
ENSG00000164116	4	156587863	156653501
ENSG00000164117	4	175157809	175205415
ENSG00000164118	4	175204828	175254531
ENSG00000164120	4	175411328	175444305
ENSG00000164124	4	159122756	159176563
ENSG00000164125	4	159045626	159094470
ENSG00000164134	4	140222609	140341187
ENSG00000164136	4	142557752	142655140
ENSG00000164142	4	152330368	152584784
ENSG00000164144	4	153701089	153839615
ENSG00000164151	5	5420777	5490347
ENSG00000164162	4	145888264	146019693
ENSG00000164163	4	146019084	146050331
ENSG00000164164	4	146031990	146101313
ENSG00000164167	4	147096837	147121152
ENSG00000164168	4	148538534	148593195
ENSG00000164169	4	148558936	148605381
ENSG00000164171	5	52285156	52390609
ENSG00000164172	5	52391509	52405893
ENSG00000164176	5	83236373	83680611
ENSG00000164180	5	87485450	87565293
ENSG00000164181	5	60047618	60140216
ENSG00000164182	5	60240956	60448853
ENSG00000164185	5	121465208	121515312
ENSG00000164187	5	36098514	36152063
ENSG00000164190	5	36876861	37066515
ENSG00000164197	5	63461671	63668696
ENSG00000164199	5	89825161	90460038
ENSG00000164209	5	110073837	110100857
ENSG00000164211	5	110831731	110848288
ENSG00000164219	5	114546527	114598569
ENSG00000164221	5	114602885	114632528
ENSG00000164237	5	10275987	10308138
ENSG00000164241	5	126378250	126409184
ENSG00000164244	5	126853301	126890781
ENSG00000164251	5	76114758	76131140
ENSG00000164252	5	76325076	76361059
ENSG00000164253	5	76721795	76916436
ENSG00000164258	5	52856463	52979168
ENSG00000164284	5	148724993	148734146
ENSG00000164287	5	54408799	54469005
ENSG00000164291	5	94890778	94940768
ENSG00000164292	5	95049226	95160087
